22 oct. 2019	5644,98	5658,65	5612,86	5657,69	5657,69	67301500
21 oct. 2019	5633,04	5664,58	5625,10	5648,35	5648,35	77639300
18 oct. 2019	5653,08	5667,59	5621,87	5636,25	5636,25	95316900
17 oct. 2019	5679,92	5737,15	5673,07	5673,07	5673,07	88695900
16 oct. 2019	5703,39	5708,91	5677,96	5696,90	5696,90	83929000
15 oct. 2019	5676,74	5724,31	5659,69	5702,05	5702,05	88007900
14 oct. 2019	5646,33	5649,67	5600,11	5643,08	5643,08	65357900
11 oct. 2019	5576,95	5667,40	5574,26	5665,48	5665,48	115452700
10 oct. 2019	5520,98	5581,07	5487,17	5569,05	5569,05	87261800
09 oct. 2019	5458,16	5515,64	5447,01	5499,14	5499,14	69267500
08 oct. 2019	5526,01	5531,29	5451,72	5456,62	5456,62	72687700
07 oct. 2019	5476,77	5524,19	5461,59	5521,61	5521,61	60954000
04 oct. 2019	5456,83	5488,32	5426,00	5488,32	5488,32	76196900
03 oct. 2019	5432,01	5472,62	5393,49	5438,77	5438,77	83768700
02 oct. 2019	5587,14	5589,20	5422,77	5422,77	5422,77	104451600
01 oct. 2019	5696,20	5704,93	5594,93	5597,63	5597,63	75964100
30 sept. 2019	5636,15	5678,20	5624,94	5677,79	5677,79	77126700
27 sept. 2019	5627,44	5645,36	5621,58	5640,58	5640,58	69249200
26 sept. 2019	5573,63	5632,15	5572,41	5620,57	5620,57	71044800
25 sept. 2019	5598,50	5600,76	5531,62	5583,80	5583,80	80836400
24 sept. 2019	5644,46	5648,46	5625,24	5628,33	5628,33	67257400
23 sept. 2019	5679,31	5683,93	5619,29	5630,76	5630,76	81625000
20 sept. 2019	5655,37	5696,25	5647,53	5690,78	5690,78	188623500
19 sept. 2019	5617,70	5662,86	5616,91	5659,08	5659,08	78682000
18 sept. 2019	5609,92	5634,79	5601,65	5620,65	5620,65	68987800
17 sept. 2019	5602,96	5619,45	5587,74	5615,51	5615,51	82367800
16 sept. 2019	5626,61	5632,74	5602,23	5602,23	5602,23	76134900
13 sept. 2019	5649,23	5672,07	5638,17	5655,46	5655,46	85595400
12 sept. 2019	5633,95	5667,46	5596,37	5642,86	5642,86	110360200
11 sept. 2019	5606,43	5626,05	5606,43	5618,06	5618,06	92098300
10 sept. 2019	5586,88	5596,94	5555,51	5593,21	5593,21	106338200
09 sept. 2019	5606,36	5611,59	5579,93	5588,95	5588,95	73880200
06 sept. 2019	5592,07	5610,70	5581,54	5603,99	5603,99	71138100
05 sept. 2019	5569,59	5605,88	5559,82	5593,37	5593,37	84379600
04 sept. 2019	5518,92	5537,10	5508,50	5532,07	5532,07	60939800
03 sept. 2019	5484,36	5484,54	5441,18	5466,07	5466,07	57453400
02 sept. 2019	5483,43	5502,58	5479,82	5493,04	5493,04	42347400
30 août 2019	5451,60	5504,01	5446,58	5480,48	5480,48	78422900
29 août 2019	5359,00	5452,90	5354,55	5449,97	5449,97	69419100
28 août 2019	5372,08	5375,04	5322,99	5368,80	5368,80	62433900
27 août 2019	5349,85	5399,18	5321,88	5387,09	5387,09	70020000
26 août 2019	5310,16	5377,02	5300,99	5351,02	5351,02	49092000
23 août 2019	5413,41	5421,28	5326,87	5326,87	5326,87	70292400
22 août 2019	5414,81	5439,64	5378,25	5388,25	5388,25	70434200
21 août 2019	5360,03	5441,35	5360,03	5435,48	5435,48	57209100
20 août 2019	5363,59	5391,23	5328,94	5344,64	5344,64	65790300
19 août 2019	5333,13	5378,74	5325,72	5371,56	5371,56	71538300
16 août 2019	5254,62	5306,07	5249,33	5300,79	5300,79	99103700
15 août 2019	5274,90	5278,07	5170,77	5236,93	5236,93	88556700
14 août 2019	5367,54	5367,54	5233,86	5251,30	5251,30	97168500
13 août 2019	5292,94	5402,99	5268,47	5363,07	5363,07	99386900
12 août 2019	5362,39	5386,46	5293,76	5310,31	5310,31	60267400
09 août 2019	5368,84	5374,90	5317,91	5327,92	5327,92	71097900
08 août 2019	5333,18	5387,96	5305,86	5387,96	5387,96	79249600
07 août 2019	5252,73	5312,31	5226,39	5266,51	5266,51	89433100
06 août 2019	5245,52	5297,45	5234,65	5234,65	5234,65	88253800
05 août 2019	5296,08	5315,60	5230,46	5241,55	5241,55	105517800
02 août 2019	5427,55	5455,13	5350,76	5359,00	5359,00	130992200
01 août 2019	5500,91	5563,65	5499,88	5557,41	5557,41	81383400
31 juil. 2019	5511,51	5538,59	5503,13	5518,90	5518,90	84213800
30 juil. 2019	5610,73	5611,00	5496,77	5511,07	5511,07	87362100
29 juil. 2019	5598,65	5624,34	5590,82	5601,10	5601,10	59297700
26 juil. 2019	5572,72	5614,25	5568,83	5610,05	5610,05	71726800
25 juil. 2019	5646,73	5672,77	5549,66	5578,05	5578,05	106354900
24 juil. 2019	5617,86	5627,08	5583,14	5605,87	5605,87	68914100
23 juil. 2019	5590,60	5638,66	5580,52	5618,16	5618,16	77856100
22 juil. 2019	5550,30	5575,74	5545,61	5567,02	5567,02	58118200
